,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL
46,Joint MTC Legislation Committee and ABAG Legislation Committee,4/12/2019,,9:15 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=682560&GUID=9AE4BF5B-FAE9-41D3-A28D-BF5691A1830F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=682560&GUID=9AE4BF5B-FAE9-41D3-A28D-BF5691A1830F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=682560&GUID=9AE4BF5B-FAE9-41D3-A28D-BF5691A1830F,https://mtc.legistar.com/View.ashx?M=M&ID=682560&GUID=9AE4BF5B-FAE9-41D3-A28D-BF5691A1830F,https://mtc.legistar.com/#
47,ABAG Legislation Committee,4/12/2019,,9:15 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=683475&GUID=FFFED2BA-1F3D-4235-B999-E852C6BFF96E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=683475&GUID=FFFED2BA-1F3D-4235-B999-E852C6BFF96E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=683475&GUID=FFFED2BA-1F3D-4235-B999-E852C6BFF96E,https://mtc.legistar.com/View.ashx?M=M&ID=683475&GUID=FFFED2BA-1F3D-4235-B999-E852C6BFF96E,https://mtc.legistar.com/#
48,Operations Committee,4/12/2019,,9:00 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=682561&GUID=351B1D1F-FDDE-465C-A0B5-F4E103987E8F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=682561&GUID=351B1D1F-FDDE-465C-A0B5-F4E103987E8F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=682561&GUID=351B1D1F-FDDE-465C-A0B5-F4E103987E8F,https://mtc.legistar.com/View.ashx?M=M&ID=682561&GUID=351B1D1F-FDDE-465C-A0B5-F4E103987E8F,https://mtc.legistar.com/#
49,Joint ABAG MTC Housing Legislative Working Group,4/11/2019,,2:00 PM,Board Room,Meeting details,Agenda,Not available,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=688602&GUID=48B73AF8-2E97-4148-A679-040565118899,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=688602&GUID=48B73AF8-2E97-4148-A679-040565118899&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=688602&GUID=48B73AF8-2E97-4148-A679-040565118899,,https://mtc.legistar.com/#
50,Policy Advisory Council,4/10/2019,,1:30 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=682545&GUID=C9681326-94DB-44E8-9B13-466C5AAECEA5,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=682545&GUID=C9681326-94DB-44E8-9B13-466C5AAECEA5&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=682545&GUID=C9681326-94DB-44E8-9B13-466C5AAECEA5,https://mtc.legistar.com/View.ashx?M=M&ID=682545&GUID=C9681326-94DB-44E8-9B13-466C5AAECEA5,https://mtc.legistar.com/#
51,Programming and Allocations Committee,4/10/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=683221&GUID=CCD1DE85-231F-4380-8B09-D9545AF2CBE6,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=683221&GUID=CCD1DE85-231F-4380-8B09-D9545AF2CBE6&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=683221&GUID=CCD1DE85-231F-4380-8B09-D9545AF2CBE6,https://mtc.legistar.com/View.ashx?M=M&ID=683221&GUID=CCD1DE85-231F-4380-8B09-D9545AF2CBE6,https://mtc.legistar.com/#
52,Administration Committee,4/10/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=683220&GUID=31509E1C-7B85-47D2-A387-B6ED09C00291,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=683220&GUID=31509E1C-7B85-47D2-A387-B6ED09C00291&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=683220&GUID=31509E1C-7B85-47D2-A387-B6ED09C00291,https://mtc.legistar.com/View.ashx?M=M&ID=683220&GUID=31509E1C-7B85-47D2-A387-B6ED09C00291,https://mtc.legistar.com/#
53,Bay Area Toll Authority Oversight Committee,4/10/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=683219&GUID=9DDD91DA-EB13-45A6-A79F-7FB21F999A01,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=683219&GUID=9DDD91DA-EB13-45A6-A79F-7FB21F999A01&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=683219&GUID=9DDD91DA-EB13-45A6-A79F-7FB21F999A01,https://mtc.legistar.com/View.ashx?M=M&ID=683219&GUID=9DDD91DA-EB13-45A6-A79F-7FB21F999A01,https://mtc.legistar.com/#
54,Joint ABAG MTC Housing Legislative Working Group,4/5/2019,,11:00 AM,Yerba Buena - 1st Floor,Meeting details,Agenda,Not available,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=686369&GUID=2A2D4D80-9210-4468-A68F-C93379FDDDBE,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=686369&GUID=2A2D4D80-9210-4468-A68F-C93379FDDDBE&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=686369&GUID=2A2D4D80-9210-4468-A68F-C93379FDDDBE,,https://mtc.legistar.com/#
55,ABAG FAN Executive Committee,4/4/2019,,10:00 AM,Golden Gate CR 8102,Meeting details,Agenda,Minutes,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=683032&GUID=73485BC1-D73F-4832-84E9-05059D2CD39D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=683032&GUID=73485BC1-D73F-4832-84E9-05059D2CD39D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=683032&GUID=73485BC1-D73F-4832-84E9-05059D2CD39D,https://mtc.legistar.com/View.ashx?M=M&ID=683032&GUID=73485BC1-D73F-4832-84E9-05059D2CD39D,
56,ABAG Regional Planning Committee,4/3/2019,,1:00 PM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=681040&GUID=16F022C2-4A90-4C9E-A1B5-5CC4D22F1D63,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=681040&GUID=16F022C2-4A90-4C9E-A1B5-5CC4D22F1D63&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=681040&GUID=16F022C2-4A90-4C9E-A1B5-5CC4D22F1D63,https://mtc.legistar.com/View.ashx?M=M&ID=681040&GUID=16F022C2-4A90-4C9E-A1B5-5CC4D22F1D63,https://mtc.legistar.com/#
57,Regional Advisory Working Group,4/2/2019,,9:30 AM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=675657&GUID=43348537-5884-4DCC-B04A-CF4A83716DD9,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=675657&GUID=43348537-5884-4DCC-B04A-CF4A83716DD9&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=675657&GUID=43348537-5884-4DCC-B04A-CF4A83716DD9,https://mtc.legistar.com/View.ashx?M=M&ID=675657&GUID=43348537-5884-4DCC-B04A-CF4A83716DD9,https://mtc.legistar.com/#
58,Metropolitan Transportation Commission,3/27/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=681298&GUID=2FF580E7-BE3E-416B-9C54-0EB2B5AD6764,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=681298&GUID=2FF580E7-BE3E-416B-9C54-0EB2B5AD6764&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=681298&GUID=2FF580E7-BE3E-416B-9C54-0EB2B5AD6764,https://mtc.legistar.com/View.ashx?M=M&ID=681298&GUID=2FF580E7-BE3E-416B-9C54-0EB2B5AD6764,https://mtc.legistar.com/#
59,Bay Area Toll Authority,3/27/2019,,9:30 AM,Board Room – 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=681295&GUID=15E1B2DD-9824-4A1B-BD0B-269EB22BABE1,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=681295&GUID=15E1B2DD-9824-4A1B-BD0B-269EB22BABE1&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=681295&GUID=15E1B2DD-9824-4A1B-BD0B-269EB22BABE1,https://mtc.legistar.com/View.ashx?M=M&ID=681295&GUID=15E1B2DD-9824-4A1B-BD0B-269EB22BABE1,https://mtc.legistar.com/#
60,ABAG Executive Board,3/21/2019,,7:00 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=679647&GUID=DA7F409C-1C36-4A4A-B5BA-A2BBE3C3528F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=679647&GUID=DA7F409C-1C36-4A4A-B5BA-A2BBE3C3528F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=679647&GUID=DA7F409C-1C36-4A4A-B5BA-A2BBE3C3528F,https://mtc.legistar.com/View.ashx?M=M&ID=679647&GUID=DA7F409C-1C36-4A4A-B5BA-A2BBE3C3528F,https://mtc.legistar.com/#
61,ABAG Finance Committee,3/21/2019,,4:35 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=679648&GUID=7EBADA44-2FCC-4352-937A-43490AD5911A,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=679648&GUID=7EBADA44-2FCC-4352-937A-43490AD5911A&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=679648&GUID=7EBADA44-2FCC-4352-937A-43490AD5911A,https://mtc.legistar.com/View.ashx?M=M&ID=679648&GUID=7EBADA44-2FCC-4352-937A-43490AD5911A,https://mtc.legistar.com/#
62,ABAG Legislation Committee,3/21/2019,,4:30 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=684674&GUID=19DB8CA9-B611-42F2-B3B8-FE24BD7463FF,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=684674&GUID=19DB8CA9-B611-42F2-B3B8-FE24BD7463FF&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=684674&GUID=19DB8CA9-B611-42F2-B3B8-FE24BD7463FF,https://mtc.legistar.com/View.ashx?M=M&ID=684674&GUID=19DB8CA9-B611-42F2-B3B8-FE24BD7463FF,https://mtc.legistar.com/#
63,Clipper Executive Board,3/18/2019,,1:30 PM,"Caltrain / SamTrans
1250 San Carlos Ave, 2nd Floor
San Carlos CA, 94070
Caltrain / SamTrans Auditorium",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=675948&GUID=96C238B2-8437-4C26-A368-672C38326E06,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=675948&GUID=96C238B2-8437-4C26-A368-672C38326E06&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=675948&GUID=96C238B2-8437-4C26-A368-672C38326E06,https://mtc.legistar.com/View.ashx?M=M&ID=675948&GUID=96C238B2-8437-4C26-A368-672C38326E06,https://mtc.legistar.com/#
64,Policy Advisory Council,3/13/2019,,1:30 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=676021&GUID=D039E290-DA5D-4A37-A862-4AE5FD7A85A3,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=676021&GUID=D039E290-DA5D-4A37-A862-4AE5FD7A85A3&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=676021&GUID=D039E290-DA5D-4A37-A862-4AE5FD7A85A3,https://mtc.legistar.com/View.ashx?M=M&ID=676021&GUID=D039E290-DA5D-4A37-A862-4AE5FD7A85A3,https://mtc.legistar.com/#
65,Policy Advisory Council Equity & Access Subcommittee,3/13/2019,,11:30 AM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=676020&GUID=A4719AC5-DCEE-4BAC-A0C0-C3F1E0162AB6,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=676020&GUID=A4719AC5-DCEE-4BAC-A0C0-C3F1E0162AB6&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=676020&GUID=A4719AC5-DCEE-4BAC-A0C0-C3F1E0162AB6,https://mtc.legistar.com/View.ashx?M=M&ID=676020&GUID=A4719AC5-DCEE-4BAC-A0C0-C3F1E0162AB6,https://mtc.legistar.com/#
66,Operations Committee,3/8/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=675947&GUID=29BDCD44-6310-4211-BBCE-92C6A1DEF85C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=675947&GUID=29BDCD44-6310-4211-BBCE-92C6A1DEF85C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=675947&GUID=29BDCD44-6310-4211-BBCE-92C6A1DEF85C,https://mtc.legistar.com/View.ashx?M=M&ID=675947&GUID=29BDCD44-6310-4211-BBCE-92C6A1DEF85C,https://mtc.legistar.com/#
67,ABAG Legislation Committee,3/8/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=673604&GUID=F90ECCAA-5318-41FB-A2EB-83B0A9FB62D6,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=673604&GUID=F90ECCAA-5318-41FB-A2EB-83B0A9FB62D6&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=673604&GUID=F90ECCAA-5318-41FB-A2EB-83B0A9FB62D6,https://mtc.legistar.com/View.ashx?M=M&ID=673604&GUID=F90ECCAA-5318-41FB-A2EB-83B0A9FB62D6,https://mtc.legistar.com/#
68,Joint MTC Legislation Committee and ABAG Legislation Committee,3/8/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=676540&GUID=F6C4E862-82F2-46D3-B6A8-53807710D59E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=676540&GUID=F6C4E862-82F2-46D3-B6A8-53807710D59E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=676540&GUID=F6C4E862-82F2-46D3-B6A8-53807710D59E,https://mtc.legistar.com/View.ashx?M=M&ID=676540&GUID=F6C4E862-82F2-46D3-B6A8-53807710D59E,https://mtc.legistar.com/#
69,Joint MTC Planning Committee with the ABAG Administrative Committee,3/8/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=675946&GUID=9565F94E-6840-4779-AF56-6201AC11CDBA,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=675946&GUID=9565F94E-6840-4779-AF56-6201AC11CDBA&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=675946&GUID=9565F94E-6840-4779-AF56-6201AC11CDBA,https://mtc.legistar.com/View.ashx?M=M&ID=675946&GUID=9565F94E-6840-4779-AF56-6201AC11CDBA,https://mtc.legistar.com/#
70,ABAG Administrative Committee,3/8/2019,,9:30 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=677935&GUID=B48589F2-4D65-428F-B24F-0608990E6070,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=677935&GUID=B48589F2-4D65-428F-B24F-0608990E6070&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=677935&GUID=B48589F2-4D65-428F-B24F-0608990E6070,https://mtc.legistar.com/View.ashx?M=M&ID=677935&GUID=B48589F2-4D65-428F-B24F-0608990E6070,https://mtc.legistar.com/#
71,ABAG FAN Executive Committee,3/7/2019,,10:00 AM,Golden Gate CR 8102,Meeting details,Agenda,Minutes,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=630957&GUID=D10D50E3-05C3-4297-A1DB-1E57ACF552CF,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=630957&GUID=D10D50E3-05C3-4297-A1DB-1E57ACF552CF&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=630957&GUID=D10D50E3-05C3-4297-A1DB-1E57ACF552CF,https://mtc.legistar.com/View.ashx?M=M&ID=630957&GUID=D10D50E3-05C3-4297-A1DB-1E57ACF552CF,
72,Programming and Allocations Committee,3/6/2019,,1:40 PM,"Yerba Buena - 1st Floor*** PLEASE NOTE MEETING DATE, TIME, AND LOCATION ***",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=677316&GUID=D6D6AB2D-845A-4322-AA58-06D8512F914D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=677316&GUID=D6D6AB2D-845A-4322-AA58-06D8512F914D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=677316&GUID=D6D6AB2D-845A-4322-AA58-06D8512F914D,https://mtc.legistar.com/View.ashx?M=M&ID=677316&GUID=D6D6AB2D-845A-4322-AA58-06D8512F914D,https://mtc.legistar.com/#
73,Administration Committee,3/6/2019,,1:35 PM,"Yerba Buena - 1st Floor*** PLEASE NOTE MEETING DATE, TIME, AND LOCATION ***",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=677315&GUID=47EE3AC1-3456-4A4B-864C-E33F4FBDE2D0,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=677315&GUID=47EE3AC1-3456-4A4B-864C-E33F4FBDE2D0&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=677315&GUID=47EE3AC1-3456-4A4B-864C-E33F4FBDE2D0,https://mtc.legistar.com/View.ashx?M=M&ID=677315&GUID=47EE3AC1-3456-4A4B-864C-E33F4FBDE2D0,https://mtc.legistar.com/#
74,Bay Area Toll Authority Oversight Committee,3/6/2019,,1:30 PM,"Yerba Buena - 1st Floor*** PLEASE NOTE MEETING DATE, TIME, AND LOCATION ***",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=677314&GUID=601DCE88-ED0C-4FEF-B25A-4A82D8EC5FDA,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=677314&GUID=601DCE88-ED0C-4FEF-B25A-4A82D8EC5FDA&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=677314&GUID=601DCE88-ED0C-4FEF-B25A-4A82D8EC5FDA,https://mtc.legistar.com/View.ashx?M=M&ID=677314&GUID=601DCE88-ED0C-4FEF-B25A-4A82D8EC5FDA,https://mtc.legistar.com/#
75,Metropolitan Transportation Commission,2/27/2019,,1:45 PM,Board Room - 1st Floor*** PLEASE NOTE MEETING DATE AND TIME ***,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=672730&GUID=AF2E4212-5CDE-4DDD-A856-8F1ECF430A13,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=672730&GUID=AF2E4212-5CDE-4DDD-A856-8F1ECF430A13&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=672730&GUID=AF2E4212-5CDE-4DDD-A856-8F1ECF430A13,https://mtc.legistar.com/View.ashx?M=M&ID=672730&GUID=AF2E4212-5CDE-4DDD-A856-8F1ECF430A13,https://mtc.legistar.com/#
76,Bay Area Infrastructure Financing Authority,2/27/2019,,1:40 PM,Board Room - 1st Floor*** PLEASE NOTE MEETING DATE AND TIME ***,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=673098&GUID=B9689BFD-D1B0-42E3-9D5D-94564F12DD7B,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=673098&GUID=B9689BFD-D1B0-42E3-9D5D-94564F12DD7B&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=673098&GUID=B9689BFD-D1B0-42E3-9D5D-94564F12DD7B,https://mtc.legistar.com/View.ashx?M=M&ID=673098&GUID=B9689BFD-D1B0-42E3-9D5D-94564F12DD7B,https://mtc.legistar.com/#
77,Bay Area Headquarters Authority,2/27/2019,,1:35 PM,Board Room - 1st Floor*** PLEASE NOTE MEETING DATE AND TIME ***,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=673097&GUID=5F0787E4-2608-4D66-B4A8-C82B4BBE2A26,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=673097&GUID=5F0787E4-2608-4D66-B4A8-C82B4BBE2A26&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=673097&GUID=5F0787E4-2608-4D66-B4A8-C82B4BBE2A26,https://mtc.legistar.com/View.ashx?M=M&ID=673097&GUID=5F0787E4-2608-4D66-B4A8-C82B4BBE2A26,https://mtc.legistar.com/#
78,Bay Area Toll Authority,2/27/2019,,1:30 PM,Board Room – 1st Floor*** PLEASE NOTE MEETING DATE AND TIME ***,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=673096&GUID=A1EE5672-3E10-46DA-AA68-3F78BB943C8C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=673096&GUID=A1EE5672-3E10-46DA-AA68-3F78BB943C8C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=673096&GUID=A1EE5672-3E10-46DA-AA68-3F78BB943C8C,https://mtc.legistar.com/View.ashx?M=M&ID=673096&GUID=A1EE5672-3E10-46DA-AA68-3F78BB943C8C,https://mtc.legistar.com/#
79,Executive Committee,2/27/2019,,12:00 PM,Claremont Conference Room - 1st Floor,Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=680953&GUID=B136FC18-05ED-493C-B406-E2D905AB0035,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=680953&GUID=B136FC18-05ED-493C-B406-E2D905AB0035&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=680953&GUID=B136FC18-05ED-493C-B406-E2D905AB0035,,
80,Clipper Executive Board,2/25/2019,,1:30 PM,"San Francisco Bay Area Rapid Transit District
344 20th Street, 3rd Floor
Oakland, CA 94612
BART Board Room",Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=662872&GUID=6F32FCB6-ECA4-4AA2-9198-EB5D8E80009F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=662872&GUID=6F32FCB6-ECA4-4AA2-9198-EB5D8E80009F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=662872&GUID=6F32FCB6-ECA4-4AA2-9198-EB5D8E80009F,https://mtc.legistar.com/View.ashx?M=M&ID=662872&GUID=6F32FCB6-ECA4-4AA2-9198-EB5D8E80009F,https://mtc.legistar.com/#
81,Bay Area Regional Collaborative,2/15/2019,,10:00 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=672273&GUID=FEBD759B-0D79-4D38-8887-812ECA0D7F65,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=672273&GUID=FEBD759B-0D79-4D38-8887-812ECA0D7F65&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=672273&GUID=FEBD759B-0D79-4D38-8887-812ECA0D7F65,https://mtc.legistar.com/View.ashx?M=M&ID=672273&GUID=FEBD759B-0D79-4D38-8887-812ECA0D7F65,https://mtc.legistar.com/#
82,Policy Advisory Council,2/13/2019,,1:30 PM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=669715&GUID=A7E1950A-70D2-479F-9A1D-027474DDD0CD,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=669715&GUID=A7E1950A-70D2-479F-9A1D-027474DDD0CD&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=669715&GUID=A7E1950A-70D2-479F-9A1D-027474DDD0CD,https://mtc.legistar.com/View.ashx?M=M&ID=669715&GUID=A7E1950A-70D2-479F-9A1D-027474DDD0CD,https://mtc.legistar.com/#
83,Policy Advisory Council Equity & Access Subcommittee,2/13/2019,,11:30 AM,Yerba Buena - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=672814&GUID=2A1B7DFB-9D70-45D0-A84F-3C6ECCA474BC,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=672814&GUID=2A1B7DFB-9D70-45D0-A84F-3C6ECCA474BC&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=672814&GUID=2A1B7DFB-9D70-45D0-A84F-3C6ECCA474BC,https://mtc.legistar.com/View.ashx?M=M&ID=672814&GUID=2A1B7DFB-9D70-45D0-A84F-3C6ECCA474BC,https://mtc.legistar.com/#
84,Programming and Allocations Committee,2/13/2019,,9:45 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=670557&GUID=4C0AF08A-5677-4ED1-809D-07A9BCFE2C7B,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=670557&GUID=4C0AF08A-5677-4ED1-809D-07A9BCFE2C7B&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=670557&GUID=4C0AF08A-5677-4ED1-809D-07A9BCFE2C7B,https://mtc.legistar.com/View.ashx?M=M&ID=670557&GUID=4C0AF08A-5677-4ED1-809D-07A9BCFE2C7B,https://mtc.legistar.com/#
85,Administration Committee,2/13/2019,,9:40 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=670542&GUID=DBD9C956-72A0-40AB-BECC-5F298C65B832,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=670542&GUID=DBD9C956-72A0-40AB-BECC-5F298C65B832&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=670542&GUID=DBD9C956-72A0-40AB-BECC-5F298C65B832,https://mtc.legistar.com/View.ashx?M=M&ID=670542&GUID=DBD9C956-72A0-40AB-BECC-5F298C65B832,https://mtc.legistar.com/#
86,Bay Area Toll Authority Oversight Committee,2/13/2019,,9:35 AM,Board Room - 1st Floor,Meeting details,Agenda,Minutes,Media,,,https://mtc.legistar.com/View.ashx?M=IC&ID=670519&GUID=C2202DEB-341D-4119-AD1F-3756FDECAB46,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=670519&GUID=C2202DEB-341D-4119-AD1F-3756FDECAB46&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=670519&GUID=C2202DEB-341D-4119-AD1F-3756FDECAB46,https://mtc.legistar.com/View.ashx?M=M&ID=670519&GUID=C2202DEB-341D-4119-AD1F-3756FDECAB46,https://mtc.legistar.com/#
