,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL
1,Social Service Human Relations Board,2/25/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the fourth Thursday of the month at 7:00 p.m.",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=455349&GUID=950D25C1-2A80-49B7-BE38-25AA2A1222B4,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=455349&GUID=950D25C1-2A80-49B7-BE38-25AA2A1222B4&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=455349&GUID=950D25C1-2A80-49B7-BE38-25AA2A1222B4,https://alameda.legistar.com/View.ashx?M=M&ID=455349&GUID=950D25C1-2A80-49B7-BE38-25AA2A1222B4,
2,City Council,2/24/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda CA 94501",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=456473&GUID=40951B25-AD20-4F66-ADD6-0B809A170821,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=456473&GUID=40951B25-AD20-4F66-ADD6-0B809A170821&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=456473&GUID=40951B25-AD20-4F66-ADD6-0B809A170821,https://alameda.legistar.com/View.ashx?M=M&ID=456473&GUID=40951B25-AD20-4F66-ADD6-0B809A170821,https://alameda.legistar.com/#
3,Alameda Unified School District Board of Education,2/23/2016,,6:30 PM,"For more information on the School Board, please visit: www.alameda.k12.ca.us/boe",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=23331&GUID=CDE518A3-6EE4-4A10-AEBF-403F9A8B0BBC,,https://alameda.legistar.com/View.ashx?M=IC&ID=454387&GUID=476CF052-D52C-4BD1-B3D2-803F57A27BD7,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=454387&GUID=476CF052-D52C-4BD1-B3D2-803F57A27BD7&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=454387&GUID=476CF052-D52C-4BD1-B3D2-803F57A27BD7,,
4,Planning Board,2/22/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second and fourth Mondays of each month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=449668&GUID=51DF8D8A-7214-4747-A7DB-6ADB7EF3C668,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=449668&GUID=51DF8D8A-7214-4747-A7DB-6ADB7EF3C668&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=449668&GUID=51DF8D8A-7214-4747-A7DB-6ADB7EF3C668,https://alameda.legistar.com/View.ashx?M=M&ID=449668&GUID=51DF8D8A-7214-4747-A7DB-6ADB7EF3C668,https://alameda.legistar.com/#
5,Public Utilities Board,2/22/2016,,7:00 PM,"For more information on the Board, please visit: www.alamedamp.com/about-us/public-utilities-board",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22809&GUID=7257E5A5-C130-4B9A-94CF-FA61FDBCAFDA,,https://alameda.legistar.com/View.ashx?M=IC&ID=451115&GUID=254FFB0B-42FA-4E55-8819-78EC69CF2730,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=451115&GUID=254FFB0B-42FA-4E55-8819-78EC69CF2730&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=451115&GUID=254FFB0B-42FA-4E55-8819-78EC69CF2730,,
6,City Council,2/16/2016,,7:00 PM,"Kofman Auditorium, 2200 Central Avenue, Alameda, CA",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=448909&GUID=F1FF47B2-DB64-4B6B-B8EB-37D17C87B798,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=448909&GUID=F1FF47B2-DB64-4B6B-B8EB-37D17C87B798&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=448909&GUID=F1FF47B2-DB64-4B6B-B8EB-37D17C87B798,https://alameda.legistar.com/View.ashx?M=M&ID=448909&GUID=F1FF47B2-DB64-4B6B-B8EB-37D17C87B798,https://alameda.legistar.com/#
7,Zoning Administrator Hearing,2/16/2016,,3:00 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, 3rd Floor, Alameda, CA 94501
Meetings held as needed on Tuesdays at 3:00 p.m.",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22841&GUID=2920FB8D-E0CC-4330-976F-BE3226841F98,,https://alameda.legistar.com/View.ashx?M=IC&ID=460919&GUID=492DDC57-792B-44E9-A0A4-B851DDE479D2,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=460919&GUID=492DDC57-792B-44E9-A0A4-B851DDE479D2&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=460919&GUID=492DDC57-792B-44E9-A0A4-B851DDE479D2,,
8,Recreation and Park Commission,2/11/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second Thursday of each month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22849&GUID=5395AB50-90DB-45EF-9F22-E95F52CFE78F,,https://alameda.legistar.com/View.ashx?M=IC&ID=448929&GUID=4EC8F632-56D5-413C-A2D4-BB8606F00AB1,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=448929&GUID=4EC8F632-56D5-413C-A2D4-BB8606F00AB1&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=448929&GUID=4EC8F632-56D5-413C-A2D4-BB8606F00AB1,https://alameda.legistar.com/View.ashx?M=M&ID=448929&GUID=4EC8F632-56D5-413C-A2D4-BB8606F00AB1,https://alameda.legistar.com/#
9,Commission on Disability,2/10/2016,,6:30 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, Alameda, CA 94501 
Meetings held on the second Wednesday every other month at 6:30 p.m",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22826&GUID=5CF2D01F-6107-4711-BBA0-0F649ABFCFA2,,https://alameda.legistar.com/View.ashx?M=IC&ID=459572&GUID=41635382-1FC9-42D3-ADD6-D8BB486F64D4,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=459572&GUID=41635382-1FC9-42D3-ADD6-D8BB486F64D4&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=459572&GUID=41635382-1FC9-42D3-ADD6-D8BB486F64D4,https://alameda.legistar.com/View.ashx?M=M&ID=459572&GUID=41635382-1FC9-42D3-ADD6-D8BB486F64D4,https://alameda.legistar.com/#
10,Subcommittee of the City Council and School Board,2/10/2016,,10:30 AM,"City Hall, 2263 Santa Clara Avenue, Room 360, 3rd Floor",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=23365&GUID=3C58076F-2761-4C9D-8A1D-4A9DBE433C2B,,https://alameda.legistar.com/View.ashx?M=IC&ID=458455&GUID=1CCFAC39-E2E4-4274-8A10-F3DAFC293403,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=458455&GUID=1CCFAC39-E2E4-4274-8A10-F3DAFC293403&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=458455&GUID=1CCFAC39-E2E4-4274-8A10-F3DAFC293403,https://alameda.legistar.com/View.ashx?M=M&ID=458455&GUID=1CCFAC39-E2E4-4274-8A10-F3DAFC293403,
11,Alameda Unified School District Board of Education,2/9/2016,,6:30 PM,"For more information on the School Board, please visit: www.alameda.k12.ca.us/boe",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=23331&GUID=CDE518A3-6EE4-4A10-AEBF-403F9A8B0BBC,,https://alameda.legistar.com/View.ashx?M=IC&ID=454385&GUID=EDB2EA2A-9BD1-4C26-B486-5505F73A177E,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=454385&GUID=EDB2EA2A-9BD1-4C26-B486-5505F73A177E&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=454385&GUID=EDB2EA2A-9BD1-4C26-B486-5505F73A177E,,
12,Planning Board,2/8/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second and fourth Mondays of each month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=449667&GUID=49999E8B-7694-413F-8503-C34032925145,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=449667&GUID=49999E8B-7694-413F-8503-C34032925145&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=449667&GUID=49999E8B-7694-413F-8503-C34032925145,https://alameda.legistar.com/View.ashx?M=M&ID=449667&GUID=49999E8B-7694-413F-8503-C34032925145,https://alameda.legistar.com/#
13,Historical Advisory Board,2/4/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the first Thursday of the month at 7:00 p.m.THIS MEETING HAS BEEN CANCELED",Meeting details,Not available,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22845&GUID=DC08C7A3-5B13-4A88-A1E1-58F6569DDAE4,,https://alameda.legistar.com/View.ashx?M=IC&ID=449898&GUID=AD8D57E5-474C-47C0-AC5A-0761BA0A44F9,,,,,,
14,City Council,2/2/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda CA 94501",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=448908&GUID=712581F2-C051-4901-B107-45D900E3B9B3,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=448908&GUID=712581F2-C051-4901-B107-45D900E3B9B3&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=448908&GUID=712581F2-C051-4901-B107-45D900E3B9B3,https://alameda.legistar.com/View.ashx?M=M&ID=448908&GUID=712581F2-C051-4901-B107-45D900E3B9B3,https://alameda.legistar.com/#
15,Open Government Commission,2/1/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the first Monday of February and October and as needed at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22824&GUID=7D0FF088-F015-4D9D-A3F8-3F50F43889B4,,https://alameda.legistar.com/View.ashx?M=IC&ID=457064&GUID=52893E54-1948-440D-B17A-E6E8A0F2C34F,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=457064&GUID=52893E54-1948-440D-B17A-E6E8A0F2C34F&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=457064&GUID=52893E54-1948-440D-B17A-E6E8A0F2C34F,https://alameda.legistar.com/View.ashx?M=M&ID=457064&GUID=52893E54-1948-440D-B17A-E6E8A0F2C34F,https://alameda.legistar.com/#
16,Social Service Human Relations Board,2/1/2016,,5:00 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, 3rd Floor, Alameda, CA 94501
Meetings held the fourth Thursday of the month at 7:00 p.m.SPECIAL MEETING",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=458077&GUID=1E258C89-EEA6-453B-AFA9-596660A002F5,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=458077&GUID=1E258C89-EEA6-453B-AFA9-596660A002F5&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=458077&GUID=1E258C89-EEA6-453B-AFA9-596660A002F5,https://alameda.legistar.com/View.ashx?M=M&ID=458077&GUID=1E258C89-EEA6-453B-AFA9-596660A002F5,
17,Social Service Human Relations Board,1/28/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the fourth Thursday of the month at 7:00 p.m.MEETING CANCELED",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=455348&GUID=4B5F02EE-94A5-4E0C-82AF-F7F08D79477F,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=455348&GUID=4B5F02EE-94A5-4E0C-82AF-F7F08D79477F&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=455348&GUID=4B5F02EE-94A5-4E0C-82AF-F7F08D79477F,,
18,Transportation Commission,1/27/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the fourth Wednesday every other month on the odd numbered months at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22851&GUID=D59DF786-2980-4EFB-AFF0-5E6AFB83AB81,,https://alameda.legistar.com/View.ashx?M=IC&ID=453683&GUID=32A234CC-0DF6-437E-9C47-BA96EAF2ACAB,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=453683&GUID=32A234CC-0DF6-437E-9C47-BA96EAF2ACAB&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=453683&GUID=32A234CC-0DF6-437E-9C47-BA96EAF2ACAB,https://alameda.legistar.com/View.ashx?M=M&ID=453683&GUID=32A234CC-0DF6-437E-9C47-BA96EAF2ACAB,https://alameda.legistar.com/#
19,Alameda Unified School District Board of Education,1/26/2016,,6:30 PM,"For more information on the School Board, please visit: www.alameda.k12.ca.us/boe",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=23331&GUID=CDE518A3-6EE4-4A10-AEBF-403F9A8B0BBC,,https://alameda.legistar.com/View.ashx?M=IC&ID=454384&GUID=FBFBDA34-C843-42AB-A42E-47B12E586ACF,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=454384&GUID=FBFBDA34-C843-42AB-A42E-47B12E586ACF&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=454384&GUID=FBFBDA34-C843-42AB-A42E-47B12E586ACF,,
20,Successor Agency Oversight Board,1/26/2016,,6:00 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, Alameda, CA 94501Special Meeting",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22850&GUID=674985FF-2344-40D4-BF38-DEFBC23D4066,,https://alameda.legistar.com/View.ashx?M=IC&ID=452718&GUID=05E02FEB-52A0-4F17-B118-5B6A13661C3A,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=452718&GUID=05E02FEB-52A0-4F17-B118-5B6A13661C3A&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=452718&GUID=05E02FEB-52A0-4F17-B118-5B6A13661C3A,https://alameda.legistar.com/View.ashx?M=M&ID=452718&GUID=05E02FEB-52A0-4F17-B118-5B6A13661C3A,
21,Planning Board,1/25/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second and fourth Mondays of each month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=449666&GUID=77EA050E-5E12-45F0-A947-A9BE53B0DA85,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=449666&GUID=77EA050E-5E12-45F0-A947-A9BE53B0DA85&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=449666&GUID=77EA050E-5E12-45F0-A947-A9BE53B0DA85,https://alameda.legistar.com/View.ashx?M=M&ID=449666&GUID=77EA050E-5E12-45F0-A947-A9BE53B0DA85,https://alameda.legistar.com/#
22,Public Utilities Board,1/25/2016,,7:00 PM,"For more information on the Board, please visit: www.alamedamp.com/about-us/public-utilities-board",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22809&GUID=7257E5A5-C130-4B9A-94CF-FA61FDBCAFDA,,https://alameda.legistar.com/View.ashx?M=IC&ID=451114&GUID=55BE7E59-B37B-4C5D-931D-AD159CEF9C5C,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=451114&GUID=55BE7E59-B37B-4C5D-931D-AD159CEF9C5C&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=451114&GUID=55BE7E59-B37B-4C5D-931D-AD159CEF9C5C,,
23,Pension Board,1/25/2016,,4:30 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers Conference Room 391, Alameda, CA 94501
Meetings held the last Monday of each calendar quarter (January, April, July, October) at 4:30 p.m.",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22828&GUID=E3F572A6-E936-4F31-9702-FAF613D7A87C,,https://alameda.legistar.com/View.ashx?M=IC&ID=452714&GUID=6D03EB4F-1708-4105-8AB1-2AA0AF778C57,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=452714&GUID=6D03EB4F-1708-4105-8AB1-2AA0AF778C57&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=452714&GUID=6D03EB4F-1708-4105-8AB1-2AA0AF778C57,https://alameda.legistar.com/View.ashx?M=M&ID=452714&GUID=6D03EB4F-1708-4105-8AB1-2AA0AF778C57,
24,City Council,1/19/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda CA 94501",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=448907&GUID=D0D8D6FA-36D4-45F2-A8DE-AF9B2CADE65F,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=448907&GUID=D0D8D6FA-36D4-45F2-A8DE-AF9B2CADE65F&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=448907&GUID=D0D8D6FA-36D4-45F2-A8DE-AF9B2CADE65F,https://alameda.legistar.com/View.ashx?M=M&ID=448907&GUID=D0D8D6FA-36D4-45F2-A8DE-AF9B2CADE65F,https://alameda.legistar.com/#
25,Zoning Administrator Hearing,1/19/2016,,3:00 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, 3rd Floor, Alameda, CA 94501
Meetings held as needed on Tuesdays at 3:00 p.m.",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22841&GUID=2920FB8D-E0CC-4330-976F-BE3226841F98,,https://alameda.legistar.com/View.ashx?M=IC&ID=455518&GUID=A3343D70-2FBF-41E6-B5ED-DDD006704647,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=455518&GUID=A3343D70-2FBF-41E6-B5ED-DDD006704647&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=455518&GUID=A3343D70-2FBF-41E6-B5ED-DDD006704647,,
26,Recreation and Park Commission,1/14/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second Thursday of each month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22849&GUID=5395AB50-90DB-45EF-9F22-E95F52CFE78F,,https://alameda.legistar.com/View.ashx?M=IC&ID=447204&GUID=19271258-E971-4B85-BC73-69E4172E3997,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=447204&GUID=19271258-E971-4B85-BC73-69E4172E3997&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=447204&GUID=19271258-E971-4B85-BC73-69E4172E3997,https://alameda.legistar.com/View.ashx?M=M&ID=447204&GUID=19271258-E971-4B85-BC73-69E4172E3997,https://alameda.legistar.com/#
27,Library Board,1/13/2016,,6:00 PM,"Alameda Main Library, 1550 Oak Street, Conference Room 224, Second Floor, Alameda CA 94501
Meetings held on the second Wednesday every other month at 6:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22846&GUID=38C707A7-E1CF-40AD-9C35-178D022EA0D5,,https://alameda.legistar.com/View.ashx?M=IC&ID=454656&GUID=B3DAE82F-5F75-42BA-9497-F5F1A129F17C,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=454656&GUID=B3DAE82F-5F75-42BA-9497-F5F1A129F17C&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=454656&GUID=B3DAE82F-5F75-42BA-9497-F5F1A129F17C,https://alameda.legistar.com/View.ashx?M=M&ID=454656&GUID=B3DAE82F-5F75-42BA-9497-F5F1A129F17C,https://alameda.legistar.com/#
28,Golf Commission,1/12/2016,,6:30 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, 3rd Floor, Alameda, CA 94501
Meetings held the second Tuesday of every other month at 6:30 p.m.",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22827&GUID=63E9AE30-DBD1-4E78-93C5-CF3EF3E15E19,,https://alameda.legistar.com/View.ashx?M=IC&ID=448942&GUID=74849700-9516-415E-BBFB-CB91F75182F8,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=448942&GUID=74849700-9516-415E-BBFB-CB91F75182F8&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=448942&GUID=74849700-9516-415E-BBFB-CB91F75182F8,https://alameda.legistar.com/View.ashx?M=M&ID=448942&GUID=74849700-9516-415E-BBFB-CB91F75182F8,
29,Alameda Unified School District Board of Education,1/12/2016,,6:30 PM,"For more information on the School Board, please visit: www.alameda.k12.ca.us/boe",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=23331&GUID=CDE518A3-6EE4-4A10-AEBF-403F9A8B0BBC,,https://alameda.legistar.com/View.ashx?M=IC&ID=454383&GUID=D3DBEE90-389E-41BD-8C70-E749BCDD0097,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=454383&GUID=D3DBEE90-389E-41BD-8C70-E749BCDD0097&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=454383&GUID=D3DBEE90-389E-41BD-8C70-E749BCDD0097,,
30,Planning Board,1/11/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second and fourth Mondays of each month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=449665&GUID=CF1ACAA6-A27B-489A-928F-F7DBADAA8F4A,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=449665&GUID=CF1ACAA6-A27B-489A-928F-F7DBADAA8F4A&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=449665&GUID=CF1ACAA6-A27B-489A-928F-F7DBADAA8F4A,https://alameda.legistar.com/View.ashx?M=M&ID=449665&GUID=CF1ACAA6-A27B-489A-928F-F7DBADAA8F4A,https://alameda.legistar.com/#
31,Historical Advisory Board,1/7/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the first Thursday of the month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22845&GUID=DC08C7A3-5B13-4A88-A1E1-58F6569DDAE4,,https://alameda.legistar.com/View.ashx?M=IC&ID=449897&GUID=436FBADD-D404-4CC0-A869-B98CF058D0AA,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=449897&GUID=436FBADD-D404-4CC0-A869-B98CF058D0AA&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=449897&GUID=436FBADD-D404-4CC0-A869-B98CF058D0AA,https://alameda.legistar.com/View.ashx?M=M&ID=449897&GUID=436FBADD-D404-4CC0-A869-B98CF058D0AA,https://alameda.legistar.com/#
32,Social Service Human Relations Board,1/7/2016,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Room 360, 3rd Floor, Alameda, CA 94501
Meetings held the fourth Thursday of the month at 7:00 p.m.SPECIAL MEETING",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=452117&GUID=2325E778-C866-4BFF-977A-91E19159E1F2,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=452117&GUID=2325E778-C866-4BFF-977A-91E19159E1F2&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=452117&GUID=2325E778-C866-4BFF-977A-91E19159E1F2,https://alameda.legistar.com/View.ashx?M=M&ID=452117&GUID=2325E778-C866-4BFF-977A-91E19159E1F2,
33,Civil Service Board,1/6/2016,,5:00 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, Alameda, CA 94501
Meetings held the first Wednesday of each calendar quarter (January, April, July, October) at 5 p.m.",Meeting details,Agenda,20160106 CSB Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22844&GUID=DBC7BCE9-D128-44E7-A869-5EACB1435E7A,,https://alameda.legistar.com/View.ashx?M=IC&ID=442721&GUID=AF6558EE-6E54-465B-A8B7-A612313D33EA,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=442721&GUID=AF6558EE-6E54-465B-A8B7-A612313D33EA&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=442721&GUID=AF6558EE-6E54-465B-A8B7-A612313D33EA,https://alameda.legistar.com/View.ashx?M=M&ID=442721&GUID=AF6558EE-6E54-465B-A8B7-A612313D33EA,
